price,bedrooms,bathrooms,Type of Property,Erf Size,Floor Size,Levies,Pool,Rates and Taxes,parking space,Pets Allowed
R 1 299 000,5.0,3.0,House,600m²,,,0,R695,1.0,
R 850 000,3.0,2.0,Townhouse,,91m²,R2475,0,,1.0,
R 2 300 000,3.0,2.0,House,1487m²,450m²,,0,R1828,6.0,1.0
R 2 450 000,,,House,,,,0,,,
R 689 000,1.0,1.0,Apartment/Flat,,,R2082,0,R338,1.0,
R 1 375 000,3.0,2.5,Townhouse,,136m²,,0,R650,4.0,0.0
R 3 584 900,2.0,2.0,Apartment/Flat,,80m²,R2428,0,,1.0,0.0
R 1 299 000,2.0,1.0,House,495m²,,,0,,1.0,1.0
R 1 800 000,4.0,2.0,House,495m²,,,0,R552,6.0,
R 720 000,2.0,1.0,Townhouse,,79m²,,0,R388,1.0,0.0
R 750 000,2.0,1.0,House,153m²,,,0,R35,2.0,
R 1 100 000,3.0,1.0,House,495m²,,,0,R600,1.0,1.0
R 4 499 000,3.0,3.0,Apartment/Flat,221m²,221m²,,0,,2.0,
R 1 700 000,3.0,,House,1300m²,,,0,,2.0,
POA,,,CommercialProperty,2974m²,,,0,,,
R 630 000,2.0,2.0,Apartment/Flat,,129m²,,0,,1.0,0.0
R 4 999 000,3.0,3.5,Apartment/Flat,,171m²,R7000,0,R4000,2.0,
R 30 000 000,5.0,8.5,House,4015m²,,,0,,4.0,1.0
R 1 470 000,3.0,2.0,House,497ha,230m²,,0,R526,14.0,1.0
R 1 495 000,2.0,2.0,House,1029m²,,,0,,3.0,
R 1 250 000,4.0,2.5,House,,,,0,R455,2.0,1.0
R 2 995 000,4.0,2.5,Townhouse,,268m²,R3366,0,R1059,2.0,1.0
R 1 300 000,2.0,2.0,House,495m²,,,0,R750,3.0,1.0
R 15 000 000,4.0,4.5,Apartment/Flat,,440m²,,0,,3.0,
R 1 150 000,3.0,1.0,House,763m²,,,0,R509,3.0,
R 2 600 000,3.0,2.5,House,2180m²,,,0,R1650,2.0,1.0
R 629 000,,,,,,,0,,,
R 3 495 000,4.0,3.5,House,1889m²,,,0,R2312,10.0,1.0
R 2 059 300,3.0,3.0,House,250m²,189m²,,0,,2.0,1.0
R 1 195 000,3.0,2.0,Townhouse,,,R1352,0,R551,1.0,0.0
R 1 280 000,2.0,1.0,Apartment/Flat,,94m²,,0,,1.0,1.0
R 7 499 000,6.0,4.0,House,,,,0,,2.0,
R 975 000,1.0,1.0,Apartment/Flat,,58m²,R1890,0,R470,1.0,
R 1 800 000,3.0,2.0,House,312m²,280m²,,0,R656,3.0,1.0
R 730 000,3.0,1.5,Townhouse,,,,0,R410,2.0,0.0
R 460 000,2.0,1.0,Apartment/Flat,61m²,61m²,,0,R290,2.0,0.0
R 673 000,2.0,1.0,House,150m²,50m²,,0,R300,,1.0
R 25 000 000,5.0,4.5,House,6070m²,,,0,,3.0,
R 650 000,2.0,1.0,Apartment/Flat,,,R1200,0,R400,1.0,
R 1 100 000,2.0,2.0,Apartment/Flat,,130m²,,0,,1.0,
R 755 000,2.0,1.0,Apartment/Flat,,51m²,R750,0,R500,2.0,
R 699 000,2.0,1.0,House,,,R1200,0,R250,1.0,0.0
R 2 600 000,2.0,2.5,Apartment/Flat,6790m²,137m²,R4291,0,R1225,1.0,1.0
R 999 999,3.0,2.0,Apartment/Flat,54125m²,83m²,R2000,0,R690,2.0,
R 2 871 000,4.0,2.5,Apartment/Flat,,202m²,R5155,0,R1455,2.0,
R 1 450 000,1.0,1.5,Apartment/Flat,,83m²,,0,,1.0,
R 1 750 000,10.0,6.5,House,1388m²,,,0,R800,7.0,
R 4 950 000,4.0,2.0,House,739m²,739m²,,0,R970,4.0,
R 1 650 000,12.0,4.0,Apartment/Flat,495m²,560m²,,0,,6.0,
R 2 850 000,3.0,2.0,House,496m²,220m²,,0,R2000,3.0,1.0
R 675 000,2.0,1.0,Apartment/Flat,,51m²,R1100,0,R150,1.0,0.0
R 765 000,2.0,1.0,Apartment/Flat,,56m²,R1100,0,R150,1.0,0.0
R 1 799 000,3.0,2.0,House,362m²,,,0,,4.0,1.0
R 1 225 000,2.0,2.0,Apartment/Flat,101m²,101m²,,0,R833,2.0,0.0
R 849 000,3.0,1.0,Apartment/Flat,,90m²,R1067,0,,2.0,0.0
R 2 500 000,,,House,495m²,250m²,,0,R4824,,1.0
R 1 000 000,5.0,3.0,House,472m²,250m²,,0,R432,1.0,
R 2 450 000,5.0,2.5,House,1487m²,,,0,R1300,4.0,0.0
R 4 950 000,5.0,3.5,House,1026m²,,,0,R4175,8.0,
R 2 450 000,4.0,2.0,House,1267m²,,,0,R785,13.0,1.0
R 755 000,2.0,1.0,Apartment/Flat,,51m²,R750,0,R500,2.0,
R 1 125 000,3.0,2.0,Apartment/Flat,,96m²,,0,,2.0,1.0
R 890 000,3.0,1.0,House,495m²,,,0,,3.0,
R 2 950 000,6.0,3.0,House,496m²,496m²,,0,R1100,1.0,1.0
R 4 900 000,4.0,3.0,House,1150m²,,,0,,3.0,
R 890 000,3.0,2.0,Townhouse,45999m²,,R1100,0,R800,1.0,0.0
R 7 399 000,3.0,3.5,House,749m²,,R1500,0,R4319,2.0,1.0
R 600 000,2.0,1.0,Townhouse,17164m²,59m²,R650,0,R453,2.0,
R 2 000 000,3.0,2.0,House,1390m²,300m²,,0,R1500,5.0,1.0
R 2 700 000,5.0,3.0,House,,,,0,,6.0,
R 1 690 000,4.0,2.5,House,2023m²,,,0,R1000,1.0,1.0
R 2 650 000,2.0,2.0,Apartment/Flat,1732m²,102m²,R2465,0,R763,1.0,0.0
R 1 715 000,4.0,3.0,House,495m²,,,0,R801,6.0,1.0
R 700 000,1.0,2.0,Apartment/Flat,,62m²,R2400,0,R600,1.0,0.0
R 12 950 000,4.0,4.0,House,3866m²,652m²,,0,,2.0,
R 3 450 000,3.0,2.0,House,1009m²,,,0,R2510,5.0,
R 2 850 000,,,VacantLand/Plot,908m²,,R3200,0,,,
R 665 000,3.0,2.0,Apartment/Flat,,76m²,R1390,0,R159,2.0,1.0
R 2 495 000,4.0,2.0,House,1113m²,,,0,R1435,4.0,1.0
R 5 350 000,,,CommercialProperty,800m²,,,0,R4000,,
R 1 650 000,3.0,2.0,House,992m²,,,0,R963,6.0,1.0
R 10 500 000,,,VacantLand/Plot,10.5ha,,,0,,,
R 700 000,3.0,1.0,House,9191m²,,,0,R334,,
R 599 000,2.0,1.0,Apartment/Flat,68m²,68m²,,0,R420,2.0,0.0
R 820 000,3.0,2.5,House,300m²,,,0,R472,3.0,
R 5 295 000,,,House,,,R3700,0,,,
R 1 599 000,2.0,1.0,House,420m²,,,0,,5.0,1.0
R 410 000,1.0,1.0,Apartment/Flat,2779m²,36m²,R998,0,,,0.0
R 1 059 000,3.0,1.5,House,499m²,250m²,,0,R554,3.0,1.0
R 2 450 000,3.0,2.0,House,1237m²,,,0,R1900,3.0,1.0
R 1 495 000,2.0,3.0,Townhouse,,123m²,R1900,0,,,
R 825 000,2.0,1.5,Townhouse,,104m²,R2365,0,,2.0,1.0
R 470 000,2.0,1.0,Apartment/Flat,,84m²,,0,R1200,,
R 649 000,1.0,1.0,Apartment/Flat,1591m²,67m²,R3000,0,,1.0,1.0
R 2 300 000,2.0,2.0,Apartment/Flat,,,R2100,0,R1500,2.0,
R 350 000,3.0,1.0,House,300m²,,,0,,8.0,1.0
R 185 000,1.0,1.0,Apartment/Flat,,49m²,R1154,0,,1.0,0.0
R 675 000,2.0,1.0,Apartment/Flat,,51m²,R750,0,R500,2.0,
R 4 700 000,4.0,3.0,House,1094m²,,,0,,,1.0
R 780 000,5.0,2.0,House,601m²,,,0,R529,3.0,
R 540 000,3.0,1.0,Townhouse,,57m²,R1400,0,,1.0,
R 1 200 000,3.0,3.0,Townhouse,,,,0,,1.0,
R 550 000,2.0,1.0,Apartment/Flat,,62m²,R1788,0,R351,1.0,
R 480 000,1.0,1.0,Apartment/Flat,30m²,30m²,,0,R660,1.0,0.0
R 3 750 000,3.0,2.0,Townhouse,544m²,,R2947,0,R2238,2.0,0.0
R 839 000,2.0,1.0,Apartment/Flat,,56m²,R1100,0,R150,1.0,
R 7 950 000,5.0,5.0,House,2032m²,750m²,,0,,13.0,1.0
R 2 200 000,3.0,2.0,Apartment/Flat,,165m²,,0,,1.0,1.0
R 4 000 000,4.0,3.0,House,778m²,,,0,,2.0,
R 15 500 000,4.0,4.5,House,3965m²,,,0,,3.0,
R 2 599 000,4.0,2.0,House,990m²,,,0,R1233,6.0,1.0
R 600 000,2.0,1.0,Apartment/Flat,2976m²,50m²,R900,0,R350,1.0,
R 395 000,1.0,1.0,Apartment/Flat,40m²,40m²,,0,R940,1.0,0.0
R 420 000,1.0,1.0,Apartment/Flat,,27m²,,0,R638,,0.0
R 29 999 000,10.0,10.0,House,,,,0,,,0.0
R 9 000 000,4.0,3.0,House,550m²,,,0,R900,2.0,
R 13 500 000,4.0,3.5,House,1208m²,720m²,,0,R4000,2.0,
R 2 495 000,4.0,2.0,House,1984m²,260m²,,0,R1200,4.0,
R 675 000,2.0,1.0,Apartment/Flat,51m²,51m²,R1261,0,R150,1.0,0.0
R 799 999,1.0,1.0,Apartment/Flat,,84m²,R1318,0,,1.0,0.0
R 2 200 000,9.0,3.0,House,669m²,,,0,,2.0,
R 699 000,2.0,1.0,Apartment/Flat,56m²,56m²,,0,R355,2.0,0.0
R 665 000,2.0,1.0,Apartment/Flat,,51m²,R1200,0,R150,1.0,
R 839 000,2.0,1.0,Apartment/Flat,,,R750,0,R500,2.0,
R 2 190 000,4.0,3.0,House,495m²,,,0,R1250,1.0,1.0
R 1 650 000,2.0,2.0,House,601m²,,,0,R750,2.0,
R 1 250 000,2.0,2.0,House,45m²,45m²,R950,0,R450,1.0,
R 895 000,3.0,1.0,House,555m²,,,0,R395,6.0,1.0
R 450 000,,,VacantLand/Plot,,,,0,,,
R 1 999 999,13.0,10.0,House,495m²,,,0,,8.0,
R 10 999 000,4.0,4.0,House,1150m²,667m²,R2146,0,R2434,4.0,
R 990 000,,,House,,,,0,,,
R 384 000,2.0,1.0,Apartment/Flat,,,R812,0,,1.0,
R 585 000,2.0,1.0,Townhouse,16661m²,59m²,R1150,0,R250,,
R 1 550 000,3.0,2.0,House,697m²,,,0,R333,4.0,0.0
R 655 000,2.0,1.0,Apartment/Flat,,51m²,R1200,0,R165,1.0,
R 850 000,4.0,3.0,House,450m²,282m²,,0,R539,2.0,1.0
R 1 785 260,3.0,2.0,House,300m²,142m²,R850,0,R600,2.0,1.0
R 170 000,,1.0,Apartment/Flat,2482m²,35m²,,0,,,0.0
R 1 275 000,2.0,2.0,Townhouse,,108m²,,0,,2.0,0.0
R 3 800 000,3.0,2.0,Apartment/Flat,,221m²,R9617,0,R2257,2.0,
R 1 995 000,,,VacantLand/Plot,4198m²,,,0,,,
R 695 000,3.0,2.0,Townhouse,10263m²,68m²,R780,0,R390,1.0,0.0
R 1 050 000,3.0,1.0,House,495m²,,,0,,6.0,
R 1 464 875,3.0,2.0,House,,,R800,0,R1000,3.0,1.0
R 750 000,2.0,1.0,House,317m²,,,0,,,
R 2 995 000,5.0,4.0,House,991m²,991m²,,0,R1507,6.0,1.0
R 1 900 000,3.0,3.0,House,745m²,,,0,R780,5.0,1.0
R 3 299 000,2.0,2.5,Apartment/Flat,,,R2472,0,R1652,2.0,1.0
R 1 995 000,2.0,2.0,Apartment/Flat,,,R2029,0,R1260,2.0,1.0
R 1 599 000,,,Townhouse,10390m²,99m²,R1271,0,,,
R 2 350 000,5.0,3.0,House,990m²,292m²,,0,R1200,5.0,
R 665 000,2.0,1.0,Apartment/Flat,,51m²,R600,0,R200,1.0,
R 1 749 000,4.0,2.0,House,1208m²,,,0,,2.0,1.0
R 1 349 000,1.0,1.0,Apartment/Flat,3725m²,78m²,R2116,0,,,
R 3 990 000,,,CommercialProperty,2076m²,,,0,R3400,,0.0
R 1 100 000,3.0,2.0,House,496m²,,,0,,2.0,
R 665 000,2.0,1.0,Apartment/Flat,51m²,51m²,R1261,0,R150,1.0,0.0
R 839 000,2.0,1.0,Apartment/Flat,,56m²,R1335,0,R150,1.0,0.0
R 1 750 000,3.0,2.0,Townhouse,,104m²,,0,R684,2.0,
R 7 900 000,6.0,5.5,House,,362m²,,0,,4.0,
R 1 300 000,4.0,2.0,House,607m²,,,0,,2.0,1.0
R 655 000,2.0,1.0,Apartment/Flat,,51m²,R1200,0,R150,1.0,
R 4 550 000,4.0,3.5,House,1000m²,560m²,,0,R3506,6.0,1.0
R 941 000,3.0,2.0,House,300m²,71m²,,0,R300,1.0,1.0
R 2 350 000,4.0,2.5,House,1536m²,,,0,,3.0,1.0
R 879 000,4.0,2.0,House,305m²,150m²,,0,R450,8.0,1.0
R 1 680 000,4.0,2.0,House,995m²,,,0,R1800,1.0,
R 765 000,2.0,1.0,Apartment/Flat,,56m²,R700,0,R200,1.0,
R 2 995 000,1.0,1.0,Apartment/Flat,,122m²,R4118,0,R1585,1.0,0.0
R 13 500 000,5.0,4.0,House,2380m²,,,0,R8000,3.0,
R 1 750 000,3.0,2.0,House,495m²,,,0,R560,4.0,
R 1 695 000,3.0,2.0,House,495m²,,,0,R800,2.0,1.0
R 870 000,3.0,2.0,House,335m²,270m²,,0,R925,2.0,
R 5 495 000,4.0,2.5,House,2023m²,,,0,,2.0,1.0
R 2 050 000,4.0,3.0,House,496m²,496m²,,0,R760,4.0,1.0
R 6 990 000,4.0,3.5,House,623m²,311m²,R3129,0,,2.0,
R 1 575 000,1.0,1.0,Apartment/Flat,,107m²,R4266,0,R978,1.0,1.0
R 4 500 000,3.0,2.5,House,496m²,,,0,R2349,4.0,
R 1 850 000,4.0,2.5,House,714m²,,,0,,2.0,1.0
R 580 000,2.0,1.0,Townhouse,,60m²,R1300,0,,3.0,
R 755 000,2.0,1.0,Apartment/Flat,,56m²,R1300,0,R150,1.0,
R 773 000,3.0,1.0,House,200m²,60m²,,0,R450,2.0,1.0
R 804 000,3.0,2.0,House,250m²,,R400,0,R300,,
R 1 058 000,1.0,,Apartment/Flat,,105m²,R2872,0,R750,1.0,1.0
R 780 000,2.0,1.0,House,495m²,,,0,R445,2.0,
R 1 650 000,1.0,1.0,Apartment/Flat,,96m²,R1900,0,R800,1.0,
R 3 200 000,3.0,2.0,House,496m²,350m²,,0,R2000,4.0,1.0
R 590 000,2.0,2.0,Apartment/Flat,129m²,129m²,R512,0,R264,2.0,1.0
R 1 189 000,3.0,2.0,Apartment/Flat,82m²,82m²,R1200,0,R600,2.0,1.0
R 1 175 000,3.0,2.0,House,476m²,,,0,R559,2.0,
R 7 995 000,4.0,4.5,House,3941m²,,,0,R3633,3.0,1.0
R 2 200 000,7.0,5.0,House,,,,0,,5.0,
R 1 550 000,3.0,1.0,House,495m²,,,0,,4.0,1.0
R 230 000,0.5,1.0,Apartment/Flat,,29m²,R1038,0,R402,1.0,0.0
R 420 000,1.0,1.0,Apartment/Flat,,,R1200,0,R300,1.0,
R 350 000,2.0,1.5,Apartment/Flat,,74m²,R1100,0,,1.0,0.0
R 2 995 000,4.0,4.0,House,1990m²,,,0,,4.0,
R 1 495 000,1.0,1.0,Apartment/Flat,,,R1561,0,R856,1.0,1.0
R 4 950 000,3.0,2.0,House,1026m²,,,0,R3391,2.0,1.0
R 2 295 000,3.0,2.5,Townhouse,210m²,210m²,,0,R1014,2.0,1.0
R 1 200 000,3.0,2.0,House,488m²,,,0,,4.0,1.0
R 1 090 000,3.0,2.0,House,,,,0,,1.0,0.0
R 1 300 000,3.0,2.0,House,1363m²,1363m²,,0,R450,2.0,1.0
R 450 000,2.0,1.0,Apartment/Flat,,62m²,R550,0,R32,1.0,
R 650 000,2.0,2.0,Apartment/Flat,88m²,88m²,,0,R335,1.0,0.0
R 899 900,3.0,2.0,House,163m²,92m²,R250,0,R700,1.0,1.0
R 2 250 000,3.0,2.0,Apartment/Flat,,,R3180,0,R1150,2.0,
R 1 950 000,2.0,1.0,Apartment/Flat,,75m²,R2198,0,R900,2.0,
R 755 000,,,,,,,0,,,
R 748 000,2.0,2.0,Townhouse,,,,0,R320,1.0,
R 1 699 000,3.0,1.5,House,494m²,,,0,,5.0,
R 655 000,2.0,1.0,Apartment/Flat,,50m²,R1200,0,R150,1.0,
R 2 650 000,,,CommercialProperty,,,,0,,,
R 4 950 000,4.0,3.0,House,1122m²,,,0,,6.0,1.0
R 850 000,3.0,2.0,House,566m²,,,0,,2.0,
R 1 695 000,1.0,1.0,Apartment/Flat,,85m²,,0,R1201,1.0,1.0
R 659 000,2.0,2.0,Apartment/Flat,69m²,69m²,R1100,0,R420,2.0,0.0
R 7 500 000,4.0,3.0,House,1779m²,,,0,,11.0,
R 3 900 000,9.0,7.0,House,1536m²,,,0,,3.0,
R 753 000,3.0,1.0,House,200m²,60m²,,0,R400,2.0,1.0
R 1 599 000,1.0,1.0,House,,,,0,,1.0,
R 425 000,1.0,1.0,Apartment/Flat,45m²,45m²,,0,R220,1.0,0.0
R 8 150 000,4.0,3.5,House,2001m²,,,0,R6319,2.0,
R 1 300 000,3.0,1.0,House,570m²,,,0,,4.0,
R 4 999 000,,,VacantLand/Plot,3.3m²,,,0,R5883,,
R 585 000,2.0,1.0,Apartment/Flat,,,R1100,0,R600,1.0,0.0
R 2 499 000,4.0,3.0,House,,,,0,,2.0,
R 395 000,2.0,1.0,Apartment/Flat,,108m²,R1200,0,,,
R 1 235 000,2.0,2.0,Apartment/Flat,45180m²,72m²,R1600,0,R755,2.0,
R 3 650 000,4.0,2.5,House,,,,0,,6.0,
R 2 760 000,4.0,2.0,House,1292m²,385m²,,0,R1200,2.0,1.0
R 1 700 000,3.0,2.0,House,709m²,,,0,R883,14.0,
R 1 200 000,3.0,2.0,House,666m²,666m²,,0,R529,2.0,1.0
R 1 320 000,3.0,1.5,House,621m²,258m²,,0,R582,8.0,1.0
R 849 000,3.0,2.0,House,602m²,,,0,R353,1.0,1.0
R 780 000,2.0,2.0,Townhouse,,93m²,R2000,0,R431,,1.0
R 1 195 000,3.0,2.0,Townhouse,,,,0,,1.0,
R 755 000,2.0,1.0,Apartment/Flat,,,R500,0,R200,1.0,
R 675 000,2.0,1.0,Apartment/Flat,,,R500,0,R200,1.0,
R 1 480 000,4.0,2.0,House,735m²,,,0,R408,4.0,1.0
R 1 050 000,3.0,3.0,House,392m²,,,0,,1.0,
R 1 350 000,5.0,3.0,House,397m²,237m²,,0,R700,1.0,1.0
R 2 300 000,,,House,,,,0,,,
R 529 000,2.0,1.0,Apartment/Flat,82m²,82m²,R1500,0,R240,3.0,1.0
R 2 295 000,4.0,2.0,House,1250m²,,,0,R2366,2.0,1.0
R 2 750 000,3.0,2.0,House,2301m²,,,0,R2400,2.0,1.0
R 3 600 000,,,CommercialProperty,,49m²,R1020,0,,,
R 1 375 000,2.0,1.5,Apartment/Flat,,135m²,R3216,0,R1070,1.0,
R 799 000,1.0,1.0,Apartment/Flat,45m²,45m²,R1234,0,R521,1.0,1.0
R 1 650 000,3.0,2.0,House,495m²,236m²,,0,R913,2.0,1.0
R 755 000,2.0,1.0,Apartment/Flat,,51m²,R1200,0,R150,1.0,
R 1 350 000,3.0,2.0,Apartment/Flat,,146m²,,0,R1100,1.0,0.0
R 550 000,2.0,1.0,Apartment/Flat,,40m²,,0,,2.0,0.0
R 3 500 000,,,IndustrialProperty,500m²,,,0,R2240,,
R 7 990 000,4.0,4.0,House,970m²,,R2600,0,R1700,3.0,
R 400 000,1.0,1.0,Apartment/Flat,,,,0,,1.0,
R 3 990 000,5.0,4.0,House,1542m²,,,0,R3598,6.0,1.0
R 950 000,2.0,2.0,Townhouse,,,R2000,0,R700,,1.0
R 580 000,,,Apartment/Flat,,102m²,,0,,,
R 650 000,1.0,1.0,Apartment/Flat,10390m²,45m²,R1200,0,R450,1.0,0.0
R 2 499 999,4.0,1.5,House,1088m²,,,0,R2000,2.0,1.0
R 1 650 000,3.0,2.0,House,496m²,,,0,R1000,4.0,
R 2 499 000,2.0,2.5,Townhouse,153m²,153m²,R3500,0,,2.0,1.0
R 759 000,1.0,1.0,Apartment/Flat,30000m²,43m²,R933,0,R86,2.0,0.0
R 1 750 000,2.0,1.0,Apartment/Flat,,146m²,R6408,0,R1117,1.0,
R 1 230 000,3.0,2.0,Townhouse,,,,0,,,0.0
R 1 200 000,3.0,2.0,Townhouse,,,,0,,,
R 1 350 000,2.0,2.0,Townhouse,,140m²,R1724,0,R408,1.0,
R 1 195 000,3.0,2.0,Townhouse,,,,0,,1.0,
R 180 000,1.0,1.0,Apartment/Flat,,51m²,,0,,2.0,
R 10 000 000,,,IndustrialProperty,991m²,3468m²,,0,,,
R 950 000,2.0,1.0,Apartment/Flat,,,,0,,1.0,
R 1 725 000,3.0,2.0,House,1487m²,,,0,R950,,
R 320 000,1.0,1.0,Apartment/Flat,,59m²,R700,0,R500,1.0,0.0
POA,1.0,1.0,Apartment/Flat,,40m²,,0,,,
R 500 000,1.0,1.0,Apartment/Flat,,,R1310,0,,,
R 7 995 000,6.0,4.5,House,2581m²,,,0,,4.0,
R 1 595 000,3.0,1.0,House,595m²,,,0,,5.0,
R 1 100 000,3.0,2.0,House,600m²,,,0,,2.0,
R 1 200 000,3.0,3.0,Townhouse,,118m²,,0,,1.0,
R 1 900 000,3.0,2.0,House,532m²,,,0,,6.0,
R 1 595 000,2.0,2.0,Apartment/Flat,,135m²,,0,,1.0,0.0
R 1 400 000,,,CommercialProperty,495m²,226m²,,0,,,
R 1 230 000,3.0,2.0,Townhouse,,,,0,,,0.0
R 9 000 000,,,IndustrialProperty,3000m²,3000m²,,0,,,
R 1 030 000,1.0,1.0,Apartment/Flat,,60m²,,0,,,
R 175 000,,1.0,Apartment/Flat,1487m²,32m²,,0,,,0.0
R 1 599 000,3.0,1.0,Apartment/Flat,,758m²,,0,,1.0,0.0
R 1 575 000,4.0,2.0,House,744m²,245m²,,0,R750,3.0,0.0
R 2 399 000,3.0,2.0,House,,,,0,,2.0,
R 1 300 000,3.0,2.0,House,873ha,200m²,,0,R446,16.0,1.0
R 1 690 000,3.0,2.0,House,753m²,,,0,,1.0,
R 1 100 000,3.0,2.0,Apartment/Flat,,147m²,R4597,0,R411,1.0,
R 1 300 000,3.0,2.0,House,991m²,,,0,,3.0,1.0
R 3 999 000 - R 4 249 000,,,,,,,0,,,
R 832 000,1.0,1.0,Apartment/Flat,,52m²,,0,,1.0,
R 995 000,3.0,1.0,House,469m²,,,0,R491,6.0,1.0
R 395 000,1.0,1.0,Apartment/Flat,,34m²,,0,R900,1.0,
R 710 000,2.0,1.0,House,,,,0,,2.0,0.0
R 1 499 000,2.0,1.0,House,669m²,,,0,,2.0,1.0
R 720 000,2.0,1.0,House,200m²,50m²,,0,R400,2.0,1.0
R 850 000,3.0,2.0,House,495m²,,,0,R355,5.0,1.0
R 1 599 000,3.0,2.0,House,495m²,,,0,R1500,4.0,
R 13 900 000,9.0,9.0,House,5948m²,1182m²,,0,R12000,16.0,1.0
R 7 950 000,4.0,4.0,House,8700m²,,,0,R2827,6.0,1.0
R 2 800 000,3.0,2.0,Townhouse,,255m²,,0,R1633,,
R 1 599 000,3.0,2.0,House,495m²,,,0,,3.0,1.0
R 2 599 000,5.0,3.5,House,1038m²,1038m²,,0,R1830,6.0,1.0
R 1 750 000,3.0,2.0,Apartment/Flat,,,R2763,0,R1270,1.0,
R 1 450 000,3.0,2.0,House,600m²,,,0,,,1.0
R 19 000 000,,,CommercialProperty,7000m²,7000m²,,0,,,
R 1 350 000,,,House,,,,0,,,
R 665 000,2.0,1.0,Apartment/Flat,,,R1200,0,R250,2.0,
R 1 810 000,3.0,3.0,House,,,,0,R710,3.0,
R 1 199 000,4.0,2.0,House,,,,0,,2.0,
R 2 395 000,3.0,2.0,House,992m²,,,0,R922,8.0,1.0
R 550 000,1.0,1.0,Apartment/Flat,,41m²,,0,,1.0,
R 1 300 000,3.0,2.0,Townhouse,,120m²,R1800,0,R900,2.0,1.0
R 700 000,2.0,1.0,Apartment/Flat,72m²,72m²,R1100,0,R300,1.0,0.0
R 760 000,2.0,1.0,House,343m²,,,0,R291,,1.0
R 655 000,2.0,1.0,Apartment/Flat,,51m²,R1200,0,R150,1.0,
R 685 000,2.0,1.0,House,,48m²,,0,R500,2.0,1.0
R 110 000,,1.0,Apartment/Flat,744m²,42m²,,0,,,0.0
R 4 000 000,,,CommercialProperty,,,,0,,,
R 360 000,2.0,1.0,Apartment/Flat,573m²,55m²,,0,,,0.0
R 4 750 000,3.0,3.5,House,1020m²,,,0,,4.0,1.0
R 5 299 000,3.0,2.0,Apartment/Flat,,330m²,R6500,0,R2800,3.0,0.0
R 845 000,2.0,2.0,Apartment/Flat,,67m²,R1354,0,R450,1.0,0.0
R 3 200 000,4.0,2.0,House,1091m²,360m²,,0,R1098,7.0,1.0
R 1 950 000,3.0,1.0,House,865m²,,,0,R1200,4.0,1.0
R 753 000,3.0,1.0,House,200m²,60m²,,0,R300,2.0,1.0
R 490 000,2.0,1.0,Townhouse,3806m²,76m²,R800,0,R259,1.0,
R 2 871 000,4.0,3.0,Apartment/Flat,,200m²,,0,R1460,2.0,0.0
R 2 499 000,5.0,4.0,House,840m²,,,0,,2.0,
R 3 590 000,4.0,2.0,House,2335m²,,,0,R2400,8.0,1.0
R 950 000,2.0,1.0,House,,,R1650,0,R640,1.0,0.0
R 1 000 000,1.0,1.0,Apartment/Flat,,105m²,R2872,0,R750,1.0,1.0
R 1 000 000,6.0,5.0,House,495m²,,,0,,,
R 3 499 000,3.0,2.0,House,1000m²,,,0,,2.0,1.0
R 755 000,2.0,1.0,Apartment/Flat,,56m²,R1335,0,R150,1.0,0.0
R 8 900 000,4.0,3.0,House,2748m²,,,0,R2167,2.0,1.0
R 1 380 000,3.0,1.0,Townhouse,101m²,101m²,,0,R670,2.0,1.0
R 1 000 000,3.0,1.5,Townhouse,8197m²,128m²,R1799,0,,2.0,1.0
R 755 000,2.0,1.0,Apartment/Flat,,,R500,0,R200,1.0,
R 755 000,2.0,1.0,Apartment/Flat,,,R200,0,R200,1.0,
R 2 100 000,4.0,2.5,House,1011m²,343m²,,0,R509,2.0,1.0
R 1 595 000,3.0,2.0,House,495m²,274m²,,0,,4.0,1.0
R 575 000,2.0,1.0,Apartment/Flat,,66m²,,0,R224,,
R 35 000 000,,,CommercialProperty,2400m²,,,0,R16800,,
R 3 700 000,3.0,2.0,House,1190m²,370m²,,0,R1900,4.0,
R 1 395 000,3.0,1.0,House,,,,0,R445,6.0,
R 7 500 000,2.0,2.5,House,736m²,420m²,,0,R1428,4.0,0.0
R 2 999 999,3.0,2.0,House,495m²,220m²,,0,R2021,1.0,1.0
R 995 000,,,CommercialProperty,,,,0,,,
R 949 000,2.0,1.0,Apartment/Flat,4537m²,96m²,R2943,0,R422,,
R 2 850 000,5.0,6.0,House,1179m²,500m²,,0,R995,7.0,1.0
R 2 400 000,3.0,2.0,House,1391m²,465m²,,0,R1525,4.0,1.0
R 995 000,3.0,2.0,House,481m²,120m²,,0,R432,7.0,1.0
R 2 950 000,3.0,2.0,House,496m²,,,0,R1900,3.0,1.0
R 1 495 000,3.0,3.0,House,900m²,,,0,R550,2.0,
R 1 350 000,3.0,2.0,House,,,,0,,1.0,1.0
R 3 775 000,9.0,7.0,House,1983m²,543m²,,0,R3310,9.0,1.0
R 3 300 000,2.0,2.0,House,,,,0,,3.0,1.0
R 1 250 000,5.0,1.0,House,,,,0,,1.0,
R 21 000 000,6.0,5.5,House,4047m²,,R4740,0,R4740,6.0,1.0
R 799 000,,,VacantLand/Plot,,,,0,,,
R 1 000 000,3.0,2.0,House,492m²,,,0,,2.0,
R 675 000,2.0,1.0,Apartment/Flat,,,R1200,0,R150,1.0,
