price,bedrooms,bathrooms,parking space,Type of Property,Erf Size,Floor Size,Levies,Rates and Taxes,Pets Allowed,Pool
R 8 095 000,5.0,5.0,3.0,House,757m²,467m²,R1520,R1800,,0
R 569 000,2.0,1.0,1.0,Apartment/Flat,48m²,48m²,R1200,R285,,0
R 5 950 000,4.0,4.0,2.0,House,746m²,,R2200,,1.0,1
R 485 000,2.0,1.0,1.0,Apartment/Flat,,75m²,R1200,,1.0,0
R 2 399 000,3.0,4.0,,Townhouse,,147m²,R3800,,1.0,0
R 949 000,1.0,1.0,,Apartment/Flat,1799m²,71m²,R1519,,0.0,0
R 980 000,3.0,2.0,1.0,House,,,,,0.0,1
R 6 400 000,2.0,2.0,2.0,Apartment/Flat,,139m²,,,0.0,1
R 2 500 000,9.0,2.0,3.0,House,989m²,,,,,0
R 13 500 000,,,,CommercialProperty,2703m²,,,,,0
R 4 300 000,2.0,2.5,2.0,Apartment/Flat,,122m²,R6000,R3300,,1
R 1 250 000,3.0,2.0,2.0,House,,166m²,R2055,R634,,1
R 640 000,2.0,1.0,1.0,Townhouse,,,R1200,,,0
R 4 500 000,5.0,3.5,4.0,House,2003m²,,,,,0
R 290 000,,1.0,,Apartment/Flat,1500m²,50m²,R1383,,,0
R 750 000,1.0,1.0,,Apartment/Flat,5158m²,46m²,R1867,R373,,0
R 2 350 000,,,,VacantLand/Plot,33284m²,,,R1397,,0
R 9 700 000,3.0,3.5,2.0,Apartment/Flat,,263m²,R12142,R6928,0.0,1
R 2 500 000,,,,CommercialProperty,495m²,,,,,0
R 2 199 000,3.0,2.0,2.0,Apartment/Flat,148m²,,R3400,R1400,,0
R 1 900 000,2.0,2.0,1.0,Apartment/Flat,21169m²,105m²,R1167,R1429,1.0,1
R 2 800 000,3.0,3.5,2.0,Townhouse,2978m²,246m²,,,,0
R 750 000,1.0,1.0,,Apartment/Flat,916m²,56m²,R1900,R300,0.0,0
R 1 750 000,1.0,1.0,,Apartment/Flat,49.2m²,49m²,R1230,R350,,0
R 650 000,2.0,1.0,,Apartment/Flat,,61m²,R1200,R320,,1
R 380 000,2.0,1.0,,House,286m²,,,,,0
R 620 000,0.5,1.0,,Apartment/Flat,983m²,43m²,R1141,R1214,,0
R 3 400 000,,,,VacantLand/Plot,1500m²,,,,,0
R 1 500 000,1.0,1.0,,Apartment/Flat,,60m²,R3000,R1150,,1
R 715 000,,,,VacantLand/Plot,150m²,150m²,R1250,,,0
R 1 100 000,,,,VacantLand/Plot,1566m²,,,,,0
R 1 300 000,2.0,2.0,1.0,Apartment/Flat,,91m²,R3873,R865,0.0,0
R 2 500 000,2.0,2.0,4.0,Apartment/Flat,5845m²,113m²,R4000,,,1
R 1 950 000,3.0,1.0,2.0,House,495m²,200m²,,R1400,1.0,0
R 1 005 000 - R 1 355 000,,,,,,,,,,0
R 8 500 000,5.0,5.5,2.0,House,2153m²,816m²,,R4500,1.0,1
R 25 000 000,4.0,4.0,3.0,House,2465m²,1000m²,,R4500,1.0,1
R 2 500 000,12.0,6.0,6.0,Apartment/Flat,500m²,760m²,,R729,0.0,0
R 3 800 000,12.0,9.0,9.0,Apartment/Flat,802m²,,,R800,,0
R 2 200 000,3.0,2.0,4.0,House,1700m²,450m²,,R1200,,0
R 8 599 999,4.0,3.5,2.0,House,991m²,,,R2510,1.0,1
R 2 359 000,1.0,1.0,1.0,Apartment/Flat,,54m²,R1530,,0.0,0
R 4 999 000,3.0,3.5,2.0,Apartment/Flat,,257m²,R4000,R3500,0.0,0
R 4 399 900,2.0,1.0,1.0,Townhouse,867m²,,R2000,,,0
R 6 900 000,,,,CommercialProperty,1785m²,714m²,,R5220,,0
R 300 000,,,,VacantLand/Plot,,,,,,0
R 819 000,2.0,1.0,,Apartment/Flat,,67m²,R1532,R600,0.0,0
R 850 000,1.0,1.0,1.0,Apartment/Flat,2477m²,77m²,R1874,R570,0.0,1
R 240 000,1.0,1.0,1.0,Apartment/Flat,1240m²,62m²,R1150,R250,0.0,0
R 370 000,2.0,1.0,2.0,Apartment/Flat,992m²,103m²,R1608,R177,0.0,0
R 900 000,2.0,1.0,,Townhouse,,,R1000,R600,,0
R 1 200 000,5.0,2.0,2.0,House,495m²,495m²,,R1900,0.0,0
R 9 950 000,4.0,4.5,2.0,House,971m²,500m²,,,1.0,1
R 3 199 000,3.0,3.0,2.0,Apartment/Flat,,240m²,R5500,R1200,,0
R 1 245 000,3.0,3.0,2.0,Townhouse,,,,,1.0,0
R 1 449 000,3.0,2.5,,Townhouse,217m²,7950m²,R2700,R580,1.0,1
R 290 000,2.0,1.0,1.0,Apartment/Flat,1243m²,95m²,R1500,,,0
R 2 300 000,3.0,2.0,,House,990m²,,,R760,1.0,0
R 4 600 000,,,,CommercialProperty,495m²,350m²,,R1965,,0
R 885 000,2.0,1.0,2.0,House,248m²,150m²,,R1039,1.0,0
R 1 690 000,,,,House,,,,,,0
R 3 700 000,4.0,2.5,3.0,Apartment/Flat,6104m²,363m²,,R9360,0.0,1
R 849 900,1.0,1.0,1.0,Apartment/Flat,,39m²,,,,0
R 349 000,2.0,1.5,1.0,Apartment/Flat,,100m²,R2100,R250,,0
R 3 295 000,2.0,2.0,2.0,Apartment/Flat,,112m²,,R1438,,0
R 250 000,2.0,1.0,,House,285m²,,,,,0
R 3 499 900,4.0,3.0,2.0,House,836m²,,,,,1
R 3 650 000,3.0,2.0,3.0,Apartment/Flat,,225m²,R5000,,,1
R 700 000,2.0,1.0,1.0,Apartment/Flat,,,,,,1
R 1 690 000,4.0,2.0,2.0,House,911m²,,,,,0
R 1 495 000,1.0,1.5,1.0,Townhouse,2532m²,98m²,R1176,R900,,1
R 780 000,1.0,1.0,,Apartment/Flat,2073m²,53m²,R2200,R1400,,0
R 3 795 000,,,,Farm,,,,,1.0,1
R 8 500 000,4.0,4.5,2.0,Townhouse,842m²,520m²,R4345,R2900,0.0,1
R 2 350 000,4.0,2.0,2.0,Apartment/Flat,,275m²,R6176,R817,,0
R 590 000,2.0,1.0,1.0,Apartment/Flat,17161m²,61m²,R1300,R380,0.0,1
R 765 000,,,,Apartment/Flat,,,R2247,,,0
R 350 000,3.0,2.0,1.0,Apartment/Flat,,100m²,R1609,,0.0,0
R 2 299 000,3.0,2.0,3.0,House,495m²,,,R2000,1.0,1
R 4 500 000,2.0,2.0,2.0,Apartment/Flat,,100m²,R3889,,0.0,1
R 1 565 000,4.0,2.0,2.0,House,661m²,209m²,,,1.0,0
R 5 650 000,3.0,3.5,2.0,Apartment/Flat,,257m²,R4000,R3500,0.0,0
R 1 100 000,1.0,1.0,,Townhouse,,77m²,,R868,,0
R 490 000,0.5,1.0,,Apartment/Flat,5158m²,26m²,R1186,R253,,0
R 7 995 000,4.0,5.0,4.0,House,2371m²,798m²,,R900,1.0,0
R 1 850 000,,,,CommercialProperty,495m²,380m²,,R897,,0
R 1 399 000,3.0,2.0,1.0,Apartment/Flat,,108m²,R1372,R363,1.0,1
R 1 575 000,3.0,1.0,2.0,Apartment/Flat,4465m²,159m²,R2550,R675,0.0,0
R 950 000,1.0,1.0,,Apartment/Flat,725m²,81m²,R2400,,1.0,0
R 2 999 000,5.0,3.0,4.0,House,,,,,,1
R 9 799 000,,,,Townhouse,495m²,,,,,0
R 2 350 000,,1.0,1.0,Apartment/Flat,,52m²,R2244,,,1
R 850 000,3.0,2.0,,Townhouse,,78m²,R1500,R800,,0
R 650 000,3.0,2.0,,Apartment/Flat,,2095m²,R1650,R200,,0
R 707 180 - R 751 950,,,,,,,,,,0
R 3 795 000,,,,Farm,,,,,1.0,1
R 8 500 000,4.0,4.5,2.0,Townhouse,842m²,520m²,R4345,R2900,0.0,1
R 2 350 000,4.0,2.0,2.0,Apartment/Flat,,275m²,R6176,R817,,0
R 765 000,,,,Apartment/Flat,,,R2247,,,0
R 350 000,3.0,2.0,1.0,Apartment/Flat,,100m²,R1609,,0.0,0
R 4 500 000,2.0,2.0,2.0,Apartment/Flat,,100m²,R3889,,0.0,1
R 590 000,2.0,1.0,1.0,Apartment/Flat,17161m²,61m²,R1300,R380,0.0,1
R 1 565 000,4.0,2.0,2.0,House,661m²,209m²,,,1.0,0
R 5 650 000,3.0,3.5,2.0,Apartment/Flat,,257m²,R4000,R3500,0.0,0
R 1 100 000,1.0,1.0,,Townhouse,,77m²,,R868,,0
R 2 299 000,3.0,2.0,3.0,House,495m²,,,R2000,1.0,1
R 490 000,0.5,1.0,,Apartment/Flat,5158m²,26m²,R1186,R253,,0
R 7 995 000,4.0,5.0,4.0,House,2371m²,798m²,,R900,1.0,0
R 1 850 000,,,,CommercialProperty,495m²,380m²,,R897,,0
R 1 399 000,3.0,2.0,1.0,Apartment/Flat,,108m²,R1372,R363,1.0,1
R 1 575 000,3.0,1.0,2.0,Apartment/Flat,4465m²,159m²,R2550,R675,0.0,0
R 950 000,1.0,1.0,,Apartment/Flat,725m²,81m²,R2400,,1.0,0
R 2 999 000,5.0,3.0,4.0,House,,,,,,1
R 9 799 000,,,,Townhouse,495m²,,,,,0
R 2 350 000,,1.0,1.0,Apartment/Flat,,52m²,R2244,,,1
R 2 370 500 - R 2 552 550,,,,,,,,,,0
R 850 000,3.0,2.0,,Townhouse,,78m²,R1500,R800,,0
R 650 000,3.0,2.0,,Apartment/Flat,,2095m²,R1650,R200,,0
R 2 595 000,2.0,2.0,,Townhouse,,125m²,R2493,R1615,1.0,0
R 2 250 000,2.0,2.0,,Apartment/Flat,73.3m²,73m²,R2200,R1150,,0
R 1 350 000,1.0,1.0,,Apartment/Flat,,85m²,R1448,R1363,1.0,0
R 7 390 000,3.0,3.5,2.0,Apartment/Flat,,315m²,R4000,R3500,0.0,0
R 1 975 000,4.0,2.0,2.0,House,1790m²,,,R1000,0.0,1
R 5 500 000,3.0,2.5,,Apartment/Flat,124m²,124m²,R3814,R1850,,0
R 1 149 999,2.0,1.0,3.0,Apartment/Flat,,,,,1.0,0
R 1 400 000,2.0,2.0,,Apartment/Flat,6354m²,74m²,R2197,,,1
R 699 000,2.0,1.0,,Apartment/Flat,,,R1244,R350,,0
R 1 950 000,10.0,10.0,14.0,House,1487m²,500m²,,R900,1.0,0
R 3 999 000 - R 4 249 000,,,,,,,,,,0
R 489 000,1.0,1.0,,Apartment/Flat,,,R388,,0.0,0
R 2 899 000,3.0,2.5,2.0,House,1487m²,,,,1.0,1
R 1 150 000,3.0,2.0,2.0,House,800m²,,,,,0
R 1 400 000,3.0,2.0,4.0,House,211m²,,R540,,1.0,0
R 257 000,2.0,1.0,,Apartment/Flat,,,,,,0
R 2 300 000,,,,VacantLand/Plot,929m²,530m²,,,,0
R 2 250 000,3.0,2.0,2.0,House,995m²,230m²,R700,R600,,0
R 699 000,1.0,1.0,,Apartment/Flat,,43m²,R920,R110,,0
R 4 000 000,,,,CommercialProperty,1136m²,1800m²,,R7335,,0
R 1 200 000,2.0,2.0,3.0,House,740m²,235m²,R500,R1296,,0
R 10 000 000,5.0,5.0,2.0,House,1300m²,720m²,,,1.0,1
R 640 000,1.0,1.0,1.0,Apartment/Flat,56m²,983m²,R1486,R1157,,0
R 10 500 000,4.0,4.5,2.0,House,2214m²,900m²,,,1.0,1
R 600 000,2.0,1.0,2.0,Apartment/Flat,,,,,,0
R 365 000,2.0,1.0,1.0,Apartment/Flat,1243m²,107m²,R1450,,,0
R 2 600 000,3.0,2.0,2.0,House,,,,,,0
R 355 000,2.0,1.0,1.0,Apartment/Flat,991m²,118m²,,,0.0,0
R 11 000 000,4.0,2.0,4.0,House,4055m²,650m²,,R2514,,1
R 350 000,,,,House,,,,,,0
R 2 100 000,,,,CommercialProperty,744m²,,,,,0
R 550 000,2.0,1.0,1.0,Apartment/Flat,,90m²,R1800,,,0
R 2 350 000,4.0,2.0,3.0,House,1487m²,,,R1849,1.0,1
R 2 300 000,3.0,2.0,2.0,House,495m²,,,,1.0,1
R 5 380 000,5.0,4.5,8.0,House,1106m²,650m²,,R2797,,0
R 1 400 000,4.0,2.0,1.0,House,454m²,,,,1.0,0
R 29 750 000,54.0,54.0,2.0,Apartment/Flat,,,,,,0
R 620 000,2.0,1.0,1.0,Townhouse,,60m²,R1600,R220,,1
R 1 650 000,3.0,1.0,1.0,House,744m²,,,R1527,1.0,1
R 2 600 000,4.0,1.0,,House,990m²,990m²,,R800,,0
R 2 200 000,6.0,3.0,4.0,House,804m²,,,R500,1.0,1
R 1 900 000,4.0,2.0,6.0,House,1487m²,,,R1500,,1
R 1 750 000,2.0,1.5,5.0,House,495m²,,,,,1
R 3 700 000,2.0,2.0,,Apartment/Flat,106.6m²,106m²,R3800,R1549,,0
R 3 100 000,4.0,2.0,2.0,House,,,,R1500,,0
R 2 189 000,4.0,2.5,3.0,House,1200m²,260m²,,,1.0,1
R 3 355 000 - R 3 730 000,,,,,,,,,,0
R 1 295 000,3.0,1.5,6.0,House,,,,,,1
R 2 600 000,4.0,2.0,10.0,House,711m²,,,,,0
R 3 500 000,,,,CommercialProperty,400m²,465m²,,,,0
R 2 100 000,2.0,2.0,1.0,Apartment/Flat,2478m²,130m²,R4500,R500,1.0,0
R 999 999,5.0,5.0,8.0,House,500m²,,,,,0
R 3 500 000,3.0,2.0,2.0,Townhouse,,252m²,R3500,,,0
R 4 200 000,3.0,2.5,2.0,Apartment/Flat,,,R3281,,0.0,0
R 3 999 000,,,,Apartment/Flat,,450m²,,,,0
R 2 800 000,3.0,2.0,4.0,House,1013m²,,,,,0
R 225 000,0.5,1.0,,Apartment/Flat,,28m²,R719,R392,0.0,0
R 739 000,3.0,2.0,1.0,Apartment/Flat,,,,,0.0,0
R 1 250 000,1.0,1.0,,Apartment/Flat,,80m²,R3200,R1200,,1
R 1 350 000,1.0,1.0,1.0,Apartment/Flat,,85m²,R2200,R1300,,1
R 7 993 000,,,,CommercialProperty,3438m²,1500m²,,,,0
R 4 002 000,2.0,2.0,,Apartment/Flat,92m²,,R3045,,,0
R 4 899 000,,,,CommercialProperty,496m²,,R5000,R5000,0.0,0
R 540 000,2.0,1.0,1.0,Townhouse,,53m²,R2000,R300,,0
R 2 500 000,10.0,7.0,9.0,House,,,,,,0
R 1 400 000,3.0,2.0,5.0,House,1129m²,,,,,0
R 6 500 000 - R 7 990 000,,,,,,,,,,0
R 649 000,3.0,1.0,1.0,Townhouse,,70m²,R1600,R500,0.0,1
R 3 600 000,4.0,3.0,2.0,House,1983m²,,,R3072,1.0,1
R 699 000,1.0,1.0,1.0,Apartment/Flat,,43m²,R920,R163,1.0,0
R 1 495 000,2.0,1.0,,House,595m²,,,R657,1.0,1
R 2 450 000,3.0,2.0,2.0,Apartment/Flat,,129m²,R3800,R1500,,1
R 985 000,1.0,1.0,1.0,Apartment/Flat,1799m²,65m²,R2000,,,0
R 960 000,3.0,1.0,,House,,,,,1.0,0
R 590 000,1.0,1.0,1.0,Apartment/Flat,1016m²,43m²,,R200,,1
R 420 000,3.0,1.0,,Apartment/Flat,994m²,101m²,R1300,,,0
R 2 800 000,,,,House,,,,,,0
R 990 000,3.0,2.5,1.0,Apartment/Flat,,190m²,R3000,R350,1.0,0
R 3 850 000,4.0,3.0,,House,1984m²,,,,,0
R 750 000,2.0,2.0,1.5,Apartment/Flat,,63m²,R884,R572,0.0,0
R 9 300 000,34.0,34.0,,Apartment/Flat,3473m²,3473m²,,R1400,,0
R 16 000 000,,,,CommercialProperty,,,,,,0
R 629 000,,,,,,,,,,0
R 13 999 000,4.0,4.0,2.0,Apartment/Flat,,412m²,,,,1
R 5 200 000,,,,IndustrialProperty,3000m²,,,,,0
R 2 495 000,4.0,2.0,14.0,House,1447m²,,,,,1
R 1 200 000,2.0,1.0,,Apartment/Flat,,84m²,R2200,R430,0.0,0
R 4 375 000,8.0,8.0,6.0,House,3718m²,,,R2260,1.0,1
R 270 000,1.0,1.0,1.0,Apartment/Flat,57m²,994m²,R750,,,0
R 742 000,2.0,1.0,2.0,House,,,,R300,,1
R 350 000,,,,House,,,,,,0
R 550 000,3.0,1.0,,Apartment/Flat,,54m²,,,,0
R 2 350 000,1.0,1.0,,Apartment/Flat,,69m²,,,,0
R 1 550 000,3.0,3.0,3.0,House,846m²,,,R800,0.0,0
R 3 098 000,5.0,4.0,14.0,House,,1488m²,,R1400,0.0,0
R 449 000,3.0,2.0,,Apartment/Flat,,75m²,R350,R1200,0.0,0
R 5 950 000,4.0,3.5,2.0,House,1258m²,,,,1.0,1
R 2 195 000,8.0,2.0,2.0,House,669m²,,,R1294,1.0,0
R 470 000,2.0,1.0,1.0,Apartment/Flat,76m²,,R1750,R400,,0
R 1 100 000,3.0,2.0,5.0,House,404m²,,,,,0
R 4 200 000,3.0,2.0,3.0,Apartment/Flat,,155m²,R5000,R1600,,1
R 975 000,3.0,1.0,5.0,House,,,,R280,,0
R 599 000,2.0,1.0,1.0,Townhouse,,65m²,R781,R285,,1
R 2 499 900 - R 3 099 900,,,,,,,,,,0
R 8 999 000,6.0,7.0,12.0,House,3866m²,800m²,,R3600,0.0,1
R 14 000 000,,,,CommercialProperty,2730m²,,,,,0
R 1 750 000,3.0,2.0,1.0,Townhouse,,,R3600,,1.0,1
R 2 599 000,3.0,2.0,2.0,Townhouse,,,,,1.0,1
R 2 800 000,,,,VacantLand/Plot,2231m²,,,R1500,,0
R 875 000,2.0,2.0,2.0,Townhouse,,97m²,R2672,R484,1.0,1
R 14 500 000,4.0,4.0,4.0,House,1782m²,1289m²,,R5500,1.0,1
R 1 699 000,3.0,3.0,8.0,House,716m²,,,R320,,0
R 5 350 000,3.0,2.5,3.0,House,2599m²,,,R2800,1.0,1
R 1 230 000,3.0,1.0,,House,980m²,980m²,,,,0
R 750 000,3.0,1.0,,House,279m²,,,,0.0,0
R 4 200 000,2.0,2.5,2.0,Apartment/Flat,,118m²,,,1.0,1
R 2 500 000,,,,VacantLand/Plot,,,,,,0
R 320 000,2.0,1.0,,Apartment/Flat,,48m²,,,,0
R 1 250 000,6.0,3.0,5.0,House,496m²,,,,,0
R 55 000 000,,,,IndustrialProperty,34248m²,11508m²,,,,0
R 28 000 000,,20.0,,Apartment/Flat,1288m²,2500m²,,R2999,,0
R 570 000,2.0,1.0,,Apartment/Flat,,,,,,0
R 680 000,1.0,1.0,1.0,Apartment/Flat,,,,,0.0,1
R 4 900 000,,,,,,,,,,0
R 380 000,1.0,1.0,,Apartment/Flat,,37m²,R539,,1.0,1
POA,,,,CommercialProperty,500m²,,,,,0
R 1 490 000,2.0,2.0,1.0,Apartment/Flat,2222m²,91m²,R3900,R1200,0.0,0
R 1 380 000,3.0,1.0,5.0,House,495m²,,,,,0
R 295 000,1.0,1.0,1.0,Apartment/Flat,995m²,52m²,R1100,,,0
R 2 200 000,3.0,1.0,,House,763m²,,,R600,0.0,0
R 6 400 000,,,,CommercialProperty,2059m²,540m²,,R4500,,0
R 2 340 000,3.0,2.0,2.0,Apartment/Flat,,108m²,R2738,R1474,1.0,1
R 3 500 000,4.0,4.0,2.0,House,1068m²,,,R2330,1.0,1
R 430 000,1.0,1.0,1.0,Apartment/Flat,2478m²,33m²,R1500,R240,,0
R 420 000,1.0,1.0,1.0,Apartment/Flat,2478m²,33m²,R550,R250,,0
R 2 299 000,3.0,2.0,2.0,Apartment/Flat,,172m²,R4275,,,0
R 370 000,2.0,1.0,1.0,Apartment/Flat,497m²,89m²,,R1032,,0
R 2 950 000,,,,,,,,,,0
R 2 000 000,4.0,3.0,1.0,Apartment/Flat,,,R4037,,,0
R 3 750 000,2.0,2.0,2.0,Apartment/Flat,,83m²,R3889,,0.0,1
R 7 400 000,4.0,4.5,5.0,House,1362m²,,,,,1
R 599 000,,1.0,,Apartment/Flat,,80m²,R1502,R258,,0
R 4 000 000,6.0,4.0,,House,496m²,,,,,0
R 2 499 000,3.0,3.0,2.0,Apartment/Flat,2974m²,124m²,R2000,,,0
R 260 000,,,,House,,,,,,0
R 690 000,2.0,1.0,2.0,Apartment/Flat,,,,,,0
R 550 000,2.0,1.0,,Townhouse,,,,,,0
R 2 250 000,,,,VacantLand/Plot,903m²,,R3000,,,0
R 20 000 000,,,,CommercialProperty,3282m²,,,R2500,,0
R 12 750 000,4.0,4.0,5.0,House,4062m²,,,,0.0,0
R 850 000,,,,Townhouse,,,,,,0
R 4 450 000,4.0,4.0,5.0,House,1789m²,,,R2120,,0
R 850 000,1.0,1.0,,Apartment/Flat,493m²,74m²,R1645,R300,0.0,1
R 299 000,1.0,1.0,1.0,Apartment/Flat,,,,,,0
R 365 000,1.0,1.0,,Apartment/Flat,,32m²,R300,R1450,,0
R 795 000,2.0,1.0,2.0,Townhouse,8765m²,124m²,R1650,R650,1.0,1
R 2 025 000,,,,VacantLand/Plot,765m²,405m²,R1497,R1200,1.0,1
R 7 500 000,3.0,2.5,2.0,Apartment/Flat,,247m²,R8091,R3805,0.0,1
R 1 950 000,,,,VacantLand/Plot,2967m²,2967m²,,,0.0,0
R 640 000,1.0,1.0,1.0,Apartment/Flat,,,,,,0
R 9 800 000,4.0,4.0,8.0,House,2200m²,,,R5200,,1
R 550 000,1.0,1.0,,Apartment/Flat,6354m²,32m²,R1000,R300,0.0,1
R 570 000,,,,,,,,,,0
R 1 000 000,3.0,2.0,3.0,Apartment/Flat,,,,,,0
R 2 499 000,4.0,2.5,4.0,House,995m²,,,,1.0,1
R 7 499 000,4.0,4.5,3.0,House,999m²,,R1500,R5200,,1
R 3 900 000,4.0,3.0,3.0,Apartment/Flat,4000m²,350m²,R7060,R1320,1.0,1
R 4 990 000,3.0,2.5,2.0,Apartment/Flat,,332m²,R6000,R3200,0.0,1
R 770 000,2.0,1.0,1.0,Apartment/Flat,1412m²,68m²,,,0.0,0
R 3 300 000,2.0,2.0,2.0,Apartment/Flat,,94m²,,,,1
R 5 999 000,6.0,6.0,4.0,House,,555m²,,R3800,1.0,1
R 699 000,1.0,1.0,2.0,Apartment/Flat,,45m²,,,0.0,1
R 4 500 000,3.0,2.5,3.0,House,1004m²,,,R2859,,1
R 690 000,1.0,1.0,,Apartment/Flat,500m²,66m²,R1600,R891,,0
R 1 550 000,2.0,2.0,10.0,House,935m²,,,R523,,0
R 670 000,2.0,1.0,1.0,Apartment/Flat,,,,,,1
R 1 650 000,2.0,2.0,2.0,Apartment/Flat,,,R1585,,,0
R 330 000,,1.0,,Apartment/Flat,,20m²,R1500,R500,,0
R 370 000,2.0,1.0,1.0,Apartment/Flat,497m²,82m²,R1030,,,0
R 380 000,1.0,1.0,1.0,Apartment/Flat,1041m²,27m²,,,,0
R 629 000,2.0,1.0,,Apartment/Flat,,,,,,0
R 1 450 000,2.0,2.0,,Apartment/Flat,,119m²,,,0.0,1
R 13 995 000,,,,IndustrialProperty,991m²,,,,,0
R 3 799 000,4.0,2.0,2.0,Apartment/Flat,,,,,,1
R 4 499 000,2.0,2.0,3.0,Apartment/Flat,,115m²,,,,0
R 340 000,2.0,1.0,1.0,Apartment/Flat,495m²,,,,0.0,0
R 2 200 000,1.0,1.0,1.0,Apartment/Flat,,69m²,,,0.0,1
R 2 100 000,,,,CommercialProperty,,,,,,0
R 820 000,3.0,2.0,,House,350m²,150m²,,,1.0,0
R 10 900 000,4.0,4.5,6.0,House,3833m²,,,R4100,1.0,1
R 650 000,3.0,2.0,2.0,House,837m²,,,,1.0,0
R 495 000,1.0,1.0,1.0,Apartment/Flat,,37m²,R1700,R400,0.0,0
R 810 000,1.0,1.0,1.0,Apartment/Flat,,70m²,R1810,R432,1.0,0
R 685 000,3.0,2.0,2.0,Townhouse,8000m²,83m²,R901,R420,,0
R 1 380 000,2.0,1.0,2.0,Apartment/Flat,10230m²,96m²,R1300,R400,1.0,0
R 1 849 000,3.0,2.0,,Townhouse,,149m²,R2274,R987,,0
R 2 495 000,6.0,3.5,4.0,House,3191m²,,,,1.0,1
R 320 000,1.0,1.0,1.0,Apartment/Flat,,41m²,R1000,R50,,0
R 2 475 000 - R 2 499 000,,,,,,,,,,0
R 1 300 000,4.0,2.0,1.0,House,495m²,,R1000,R700,,0
R 255 000,,,,House,,,,,,0
R 2 150 000,2.0,2.0,2.0,Apartment/Flat,,120m²,R1200,R1200,0.0,0
R 1 250 000,5.0,4.0,,House,,,,,,0
R 2 000 000,3.0,2.0,2.0,House,2083m²,,,,,0
R 1 699 000,2.0,2.0,1.0,Apartment/Flat,,76m²,,,,1
R 1 950 000,3.0,2.0,3.0,House,,,,,0.0,1
R 1 450 000,2.0,2.0,,Apartment/Flat,,119m²,R1882,R915,,0
R 627 000,2.0,1.0,,House,,,,R150,0.0,0
R 400 000,2.0,1.0,,House,,,,,,0
R 599 000,3.0,1.0,2.0,House,624m²,250m²,,R312,1.0,0
R 1 595 000,3.0,2.5,,House,495m²,,,R1259,1.0,1
R 899 000,3.0,1.0,1.0,House,,,,,1.0,1
R 490 000,,,,VacantLand/Plot,,,,,,0
R 1 399 999,1.0,1.0,1.0,Apartment/Flat,,53m²,R2088,,0.0,1
R 390 000,3.0,2.0,1.0,Apartment/Flat,,109m²,R2100,R250,,0
R 1 190 000,3.0,2.0,,House,514m²,,,,,0
R 5 299 000,2.0,2.5,2.0,Apartment/Flat,,143m²,,,,1
R 675 000,2.0,1.0,1.0,Apartment/Flat,,,R1200,R250,,0
R 4 782 000,,,,,,,,,,0
R 1 700 000,3.0,2.0,3.0,House,991m²,,,,,1
R 16 000 000,6.0,9.0,21.0,House,6126m²,,,,,0
R 12 990 000,6.0,4.0,6.0,House,4047m²,1000m²,,R3900,,0
R 1 695 000,3.0,2.0,2.0,House,,,,,,0
R 1 950 000,10.0,10.0,1.0,House,1487m²,,,,,0
R 1 300 000,6.0,1.0,5.0,House,,,,,,0
R 2 649 000,3.0,2.5,2.0,Townhouse,,194m²,R5080,R1333,0.0,1
R 330 000,3.0,1.0,1.0,Apartment/Flat,,106m²,R1500,R200,0.0,0
R 6 999 000,7.0,4.0,3.0,House,2163m²,,,,,1
R 1 775 000,1.0,1.0,1.0,Apartment/Flat,,59m²,R2348,,0.0,0
R 2 800 000,5.0,4.0,4.0,House,1142m²,,,R3400,0.0,1
R 17 000 000,,,,House,,,,,,0
R 1 500 000,3.0,1.5,,Apartment/Flat,,127m²,R2003,R970,,0
R 430 000,,1.0,,Apartment/Flat,,26m²,,,0.0,1
R 1 400 000,13.0,6.0,6.0,House,495m²,,,,,0
R 3 200 000,,2.0,1.0,House,990m²,990m²,,R1000,,0
R 850 000,2.0,1.0,1.0,Townhouse,74m²,,R1150,R215,0.0,0
R 1 650 000,4.0,2.5,2.0,House,495m²,300m²,,R805,1.0,1
R 8 995 000,4.0,3.5,4.0,House,2023m²,,,R5359,0.0,1
R 599 000 - R 750 000,,,,,,,,,,0
R 2 700 000,5.0,5.0,2.0,House,2032m²,,,R1000,1.0,1
R 2 495 000,3.0,3.0,1.0,Apartment/Flat,,174m²,,,0.0,1
R 700 000,,,,CommercialProperty,84m²,,,,,0
R 1 190 000,3.0,2.0,4.0,Townhouse,,,,,,1
R 3 950 000,3.0,2.5,4.0,House,2130m²,,,,1.0,0
R 2 600 000,3.0,3.5,2.0,House,495m²,,,,,1
R 2 400 000,4.0,2.0,2.0,House,991m²,,,R1200,1.0,1
R 2 950 000,4.0,3.5,4.0,House,496m²,,,,,1
R 7 450 000,4.0,4.0,1.0,House,691m²,,,,,0
R 550 000,2.0,1.5,,Townhouse,,87m²,,,0.0,1
R 2 750 000,2.0,2.0,2.0,Apartment/Flat,,153m²,,,,1
R 580 000,1.0,1.0,1.0,Apartment/Flat,6302m²,58m²,R900,,,1
R 449 000,2.0,1.0,1.0,Apartment/Flat,501m²,88m²,R2000,R480,1.0,0
R 1 500 000,3.0,2.0,4.0,House,2091m²,,,R1300,1.0,1
R 2 470 000,3.0,3.0,10.0,House,990m²,,,,,0
R 950 000,3.0,2.0,1.0,Townhouse,,,,,,1
